cust_id,transaction_type,transaction_date,subscription_type,subscription_price,customer_gender,age_group,customer_country,referral_type,year,month,first_tx,cohort_month,plan_id,billing_month,is_churn,active_month
2476,upgrade,2022-08-01,MAX,119.0,Male,25-34,Sweden,google ads,2022,2022-08,2020-08-01,2020-08,2,2022-08-01,False,2022-08
2477,initial,2020-06-01,PRO,65.0,Female,45-54,Sweden,google ads,2020,2020-06,2020-06-01,2020-06,3,2020-06-01,False,2020-06
2477,upgrade,2021-12-01,MAX,109.0,Female,45-54,Sweden,google ads,2021,2021-12,2020-06-01,2020-06,2,2021-12-01,False,2021-12
2478,initial,2020-03-01,PRO,65.0,Female,18-24,Finland,facebook,2020,2020-03,2020-03-01,2020-03,3,2020-03-01,False,2020-03
2478,reduction,2021-05-01,BASIC,43.0,Female,18-24,Finland,facebook,2021,2021-05,2020-03-01,2020-03,1,2021-05-01,False,2021-05
2479,initial,2022-07-01,MAX,119.0,Male,18-24,Sweden,organic search,2022,2022-07,2022-07-01,2022-07,2,2022-07-01,False,2022-07
2480,initial,2022-12-01,MAX,119.0,Female,35-44,Sweden,unknown,2022,2022-12,2022-12-01,2022-12,2,2022-12-01,False,2022-12
2481,initial,2021-07-01,BASIC,43.0,Male,45-54,Sweden,google ads,2021,2021-07,2021-07-01,2021-07,1,2021-07-01,False,2021-07
2482,initial,2021-04-01,PRO,75.0,Female,45-54,Sweden,google ads,2021,2021-04,2021-04-01,2021-04,3,2021-04-01,False,2021-04
2482,upgrade,2022-11-01,MAX,119.0,Female,45-54,Sweden,google ads,2022,2022-11,2021-04-01,2021-04,2,2022-11-01,False,2022-11
2483,initial,2020-12-01,MAX,99.0,Male,35-44,Sweden,facebook,2020,2020-12,2020-12-01,2020-12,2,2020-12-01,False,2020-12
2483,reduction,2022-06-01,BASIC,53.0,Male,35-44,Sweden,facebook,2022,2022-06,2020-12-01,2020-12,1,2022-06-01,False,2022-06
2484,initial,2020-03-01,PRO,65.0,Male,55-65,Sweden,paid search,2020,2020-03,2020-03-01,2020-03,3,2020-03-01,False,2020-03
2484,upgrade,2020-06-01,MAX,99.0,Male,55-65,Sweden,paid search,2020,2020-06,2020-03-01,2020-03,2,2020-06-01,False,2020-06
2485,initial,2020-07-01,PRO,65.0,Male,18-24,Sweden,facebook,2020,2020-07,2020-07-01,2020-07,3,2020-07-01,False,2020-07
2485,reduction,2021-02-01,BASIC,43.0,Male,18-24,Sweden,facebook,2021,2021-02,2020-07-01,2020-07,1,2021-02-01,False,2021-02
2486,initial,2022-03-01,PRO,85.0,Male,18-24,Sweden,facebook,2022,2022-03,2022-03-01,2022-03,3,2022-03-01,False,2022-03
2486,reduction,2022-04-01,BASIC,53.0,Male,18-24,Sweden,facebook,2022,2022-04,2022-03-01,2022-03,1,2022-04-01,False,2022-04
2487,initial,2022-03-01,BASIC,53.0,Female,35-44,Sweden,organic search,2022,2022-03,2022-03-01,2022-03,1,2022-03-01,False,2022-03
2487,upgrade,2022-11-01,MAX,119.0,Female,35-44,Sweden,organic search,2022,2022-11,2022-03-01,2022-03,2,2022-11-01,False,2022-11
2488,initial,2022-03-01,PRO,85.0,Female,25-34,Sweden,display,2022,2022-03,2022-03-01,2022-03,3,2022-03-01,False,2022-03
2488,reduction,2022-07-01,BASIC,53.0,Female,25-34,Sweden,display,2022,2022-07,2022-03-01,2022-03,1,2022-07-01,False,2022-07
2489,initial,2022-07-01,MAX,119.0,Female,45-54,Finland,unknown,2022,2022-07,2022-07-01,2022-07,2,2022-07-01,False,2022-07
2490,initial,2020-02-01,BASIC,33.0,Male,25-34,Sweden,google ads,2020,2020-02,2020-02-01,2020-02,1,2020-02-01,False,2020-02
2490,upgrade,2021-07-01,PRO,75.0,Male,25-34,Sweden,google ads,2021,2021-07,2020-02-01,2020-02,3,2021-07-01,False,2021-07
2491,initial,2022-10-01,BASIC,53.0,Male,25-34,Norway,tv,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
2492,initial,2022-10-01,BASIC,53.0,Other,18-24,Norway,google ads,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
2493,initial,2021-02-01,MAX,109.0,Female,55-65,Sweden,facebook,2021,2021-02,2021-02-01,2021-02,2,2021-02-01,False,2021-02
2493,reduction,2021-08-01,BASIC,43.0,Female,55-65,Sweden,facebook,2021,2021-08,2021-02-01,2021-02,1,2021-08-01,False,2021-08
2494,initial,2022-10-01,PRO,85.0,Male,18-24,Finland,facebook,2022,2022-10,2022-10-01,2022-10,3,2022-10-01,False,2022-10
2495,initial,2020-08-01,BASIC,33.0,Female,18-24,Norway,google ads,2020,2020-08,2020-08-01,2020-08,1,2020-08-01,False,2020-08
2495,upgrade,2021-07-01,PRO,75.0,Female,18-24,Norway,google ads,2021,2021-07,2020-08-01,2020-08,3,2021-07-01,False,2021-07
2495,churn,2022-02-01,PRO,85.0,Female,18-24,Norway,google ads,2022,2022-02,2020-08-01,2020-08,3,2022-02-01,False,2022-02
2496,initial,2021-10-01,MAX,109.0,Female,55-65,Sweden,unknown,2021,2021-10,2021-10-01,2021-10,2,2021-10-01,False,2021-10
2496,reduction,2022-10-01,BASIC,53.0,Female,55-65,Sweden,unknown,2022,2022-10,2021-10-01,2021-10,1,2022-10-01,False,2022-10
2497,initial,2022-10-01,PRO,85.0,Male,55-65,Denmark,unknown,2022,2022-10,2022-10-01,2022-10,3,2022-10-01,False,2022-10
2498,initial,2020-08-01,MAX,99.0,Other,55-65,Finland,google ads,2020,2020-08,2020-08-01,2020-08,2,2020-08-01,False,2020-08
2498,reduction,2021-03-01,PRO,75.0,Other,55-65,Finland,google ads,2021,2021-03,2020-08-01,2020-08,3,2021-03-01,False,2021-03
2498,churn,2021-08-01,PRO,75.0,Other,55-65,Finland,google ads,2021,2021-08,2020-08-01,2020-08,3,2021-08-01,False,2021-08
2499,initial,2020-02-01,PRO,65.0,Male,25-34,Finland,facebook,2020,2020-02,2020-02-01,2020-02,3,2020-02-01,False,2020-02
2499,upgrade,2022-07-01,MAX,119.0,Male,25-34,Finland,facebook,2022,2022-07,2020-02-01,2020-02,2,2022-07-01,False,2022-07
2500,initial,2021-07-01,PRO,75.0,Male,25-34,Norway,facebook,2021,2021-07,2021-07-01,2021-07,3,2021-07-01,False,2021-07
2500,reduction,2022-09-01,BASIC,53.0,Male,25-34,Norway,facebook,2022,2022-09,2021-07-01,2021-07,1,2022-09-01,False,2022-09
2501,initial,2022-05-01,PRO,85.0,Female,18-24,Sweden,organic search,2022,2022-05,2022-05-01,2022-05,3,2022-05-01,False,2022-05
2502,initial,2021-11-01,BASIC,43.0,Male,18-24,Finland,organic search,2021,2021-11,2021-11-01,2021-11,1,2021-11-01,False,2021-11
2503,initial,2020-11-01,BASIC,33.0,Female,18-24,Sweden,facebook,2020,2020-11,2020-11-01,2020-11,1,2020-11-01,False,2020-11
2503,upgrade,2021-10-01,PRO,75.0,Female,18-24,Sweden,facebook,2021,2021-10,2020-11-01,2020-11,3,2021-10-01,False,2021-10
2503,churn,2021-10-01,BASIC,43.0,Female,18-24,Sweden,facebook,2021,2021-10,2020-11-01,2020-11,1,2021-10-01,False,2021-10
2504,initial,2020-07-01,PRO,65.0,Female,55-65,Sweden,google ads,2020,2020-07,2020-07-01,2020-07,3,2020-07-01,False,2020-07
2504,reduction,2021-01-01,BASIC,43.0,Female,55-65,Sweden,google ads,2021,2021-01,2020-07-01,2020-07,1,2021-01-01,False,2021-01
2505,initial,2022-10-01,BASIC,53.0,Female,18-24,Norway,facebook,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
2506,initial,2021-02-01,PRO,75.0,Male,18-24,Norway,google ads,2021,2021-02,2021-02-01,2021-02,3,2021-02-01,False,2021-02
2506,upgrade,2022-01-01,MAX,119.0,Male,18-24,Norway,google ads,2022,2022-01,2021-02-01,2021-02,2,2022-01-01,False,2022-01
2507,initial,2020-07-01,PRO,65.0,Male,55-65,Sweden,google ads,2020,2020-07,2020-07-01,2020-07,3,2020-07-01,False,2020-07
2507,upgrade,2021-09-01,MAX,109.0,Male,55-65,Sweden,google ads,2021,2021-09,2020-07-01,2020-07,2,2021-09-01,False,2021-09
2507,churn,2022-09-01,MAX,119.0,Male,55-65,Sweden,google ads,2022,2022-09,2020-07-01,2020-07,2,2022-09-01,False,2022-09
2508,initial,2021-03-01,PRO,75.0,Female,45-54,Sweden,google ads,2021,2021-03,2021-03-01,2021-03,3,2021-03-01,False,2021-03
2508,upgrade,2022-05-01,MAX,119.0,Female,45-54,Sweden,google ads,2022,2022-05,2021-03-01,2021-03,2,2022-05-01,False,2022-05
2509,initial,2021-02-01,MAX,109.0,Female,25-34,Sweden,facebook,2021,2021-02,2021-02-01,2021-02,2,2021-02-01,False,2021-02
2509,reduction,2022-07-01,BASIC,53.0,Female,25-34,Sweden,facebook,2022,2022-07,2021-02-01,2021-02,1,2022-07-01,False,2022-07
2510,initial,2020-01-01,BASIC,33.0,Male,25-34,Sweden,google ads,2020,2020-01,2020-01-01,2020-01,1,2020-01-01,False,2020-01
2510,upgrade,2020-04-01,MAX,99.0,Male,25-34,Sweden,google ads,2020,2020-04,2020-01-01,2020-01,2,2020-04-01,False,2020-04
2510,churn,2020-07-01,BASIC,33.0,Male,25-34,Sweden,google ads,2020,2020-07,2020-01-01,2020-01,1,2020-07-01,False,2020-07
2511,initial,2020-02-01,BASIC,33.0,Female,25-34,Norway,google ads,2020,2020-02,2020-02-01,2020-02,1,2020-02-01,False,2020-02
2511,upgrade,2021-09-01,MAX,109.0,Female,25-34,Norway,google ads,2021,2021-09,2020-02-01,2020-02,2,2021-09-01,False,2021-09
2512,initial,2020-11-01,PRO,65.0,Male,18-24,Finland,google ads,2020,2020-11,2020-11-01,2020-11,3,2020-11-01,False,2020-11
2512,churn,2021-12-01,PRO,75.0,Male,18-24,Finland,google ads,2021,2021-12,2020-11-01,2020-11,3,2021-12-01,False,2021-12
2513,initial,2022-05-01,MAX,119.0,Female,25-34,Finland,google ads,2022,2022-05,2022-05-01,2022-05,2,2022-05-01,False,2022-05
2514,initial,2022-07-01,PRO,85.0,Female,45-54,Denmark,google ads,2022,2022-07,2022-07-01,2022-07,3,2022-07-01,False,2022-07
2514,reduction,2022-10-01,BASIC,53.0,Female,45-54,Denmark,google ads,2022,2022-10,2022-07-01,2022-07,1,2022-10-01,False,2022-10
2515,initial,2020-06-01,BASIC,33.0,Female,35-44,Finland,display,2020,2020-06,2020-06-01,2020-06,1,2020-06-01,False,2020-06
2515,upgrade,2020-09-01,PRO,65.0,Female,35-44,Finland,display,2020,2020-09,2020-06-01,2020-06,3,2020-09-01,False,2020-09
2515,churn,2021-05-01,BASIC,43.0,Female,35-44,Finland,display,2021,2021-05,2020-06-01,2020-06,1,2021-05-01,False,2021-05
2516,initial,2022-08-01,MAX,119.0,Female,35-44,Finland,google ads,2022,2022-08,2022-08-01,2022-08,2,2022-08-01,False,2022-08
2517,initial,2020-12-01,PRO,65.0,Male,35-44,Sweden,organic search,2020,2020-12,2020-12-01,2020-12,3,2020-12-01,False,2020-12
2517,reduction,2021-10-01,BASIC,43.0,Male,35-44,Sweden,organic search,2021,2021-10,2020-12-01,2020-12,1,2021-10-01,False,2021-10
2518,initial,2021-02-01,PRO,75.0,Female,45-54,Sweden,paid search,2021,2021-02,2021-02-01,2021-02,3,2021-02-01,False,2021-02
2518,reduction,2022-02-01,BASIC,53.0,Female,45-54,Sweden,paid search,2022,2022-02,2021-02-01,2021-02,1,2022-02-01,False,2022-02
2519,initial,2021-01-01,MAX,109.0,Female,55-65,Norway,facebook,2021,2021-01,2021-01-01,2021-01,2,2021-01-01,False,2021-01
2519,reduction,2021-11-01,PRO,75.0,Female,55-65,Norway,facebook,2021,2021-11,2021-01-01,2021-01,3,2021-11-01,False,2021-11
2520,initial,2022-08-01,BASIC,53.0,Female,55-65,Sweden,facebook,2022,2022-08,2022-08-01,2022-08,1,2022-08-01,False,2022-08
2521,initial,2020-09-01,PRO,65.0,Female,25-34,Sweden,facebook,2020,2020-09,2020-09-01,2020-09,3,2020-09-01,False,2020-09
2521,upgrade,2021-11-01,MAX,109.0,Female,25-34,Sweden,facebook,2021,2021-11,2020-09-01,2020-09,2,2021-11-01,False,2021-11
2522,initial,2022-01-01,BASIC,53.0,Female,45-54,Sweden,google ads,2022,2022-01,2022-01-01,2022-01,1,2022-01-01,False,2022-01
2522,upgrade,2022-04-01,PRO,85.0,Female,45-54,Sweden,google ads,2022,2022-04,2022-01-01,2022-01,3,2022-04-01,False,2022-04
2523,initial,2021-03-01,PRO,75.0,Male,18-24,Finland,google ads,2021,2021-03,2021-03-01,2021-03,3,2021-03-01,False,2021-03
2523,reduction,2021-10-01,BASIC,43.0,Male,18-24,Finland,google ads,2021,2021-10,2021-03-01,2021-03,1,2021-10-01,False,2021-10
2523,churn,2022-11-01,BASIC,53.0,Male,18-24,Finland,google ads,2022,2022-11,2021-03-01,2021-03,1,2022-11-01,False,2022-11
2524,initial,2020-09-01,MAX,99.0,Female,35-44,Norway,facebook,2020,2020-09,2020-09-01,2020-09,2,2020-09-01,False,2020-09
2524,reduction,2021-07-01,BASIC,43.0,Female,35-44,Norway,facebook,2021,2021-07,2020-09-01,2020-09,1,2021-07-01,False,2021-07
2525,initial,2022-11-01,PRO,85.0,Female,35-44,Norway,facebook,2022,2022-11,2022-11-01,2022-11,3,2022-11-01,False,2022-11
2526,initial,2020-07-01,BASIC,33.0,Female,18-24,Denmark,paid search,2020,2020-07,2020-07-01,2020-07,1,2020-07-01,False,2020-07
2526,upgrade,2020-11-01,PRO,65.0,Female,18-24,Denmark,paid search,2020,2020-11,2020-07-01,2020-07,3,2020-11-01,False,2020-11
2526,churn,2021-08-01,BASIC,43.0,Female,18-24,Denmark,paid search,2021,2021-08,2020-07-01,2020-07,1,2021-08-01,False,2021-08
2527,initial,2022-01-01,MAX,119.0,Female,45-54,Norway,facebook,2022,2022-01,2022-01-01,2022-01,2,2022-01-01,False,2022-01
2528,initial,2020-05-01,MAX,99.0,Female,18-24,Sweden,paid search,2020,2020-05,2020-05-01,2020-05,2,2020-05-01,False,2020-05
2528,reduction,2021-05-01,BASIC,43.0,Female,18-24,Sweden,paid search,2021,2021-05,2020-05-01,2020-05,1,2021-05-01,False,2021-05
2529,initial,2020-07-01,MAX,99.0,Female,45-54,Sweden,paid search,2020,2020-07,2020-07-01,2020-07,2,2020-07-01,False,2020-07
2529,reduction,2021-05-01,PRO,75.0,Female,45-54,Sweden,paid search,2021,2021-05,2020-07-01,2020-07,3,2021-05-01,False,2021-05
2530,initial,2021-10-01,PRO,75.0,Female,35-44,Sweden,google ads,2021,2021-10,2021-10-01,2021-10,3,2021-10-01,False,2021-10
2530,upgrade,2022-11-01,MAX,119.0,Female,35-44,Sweden,google ads,2022,2022-11,2021-10-01,2021-10,2,2022-11-01,False,2022-11
2531,initial,2020-10-01,BASIC,33.0,Female,25-34,Finland,organic search,2020,2020-10,2020-10-01,2020-10,1,2020-10-01,False,2020-10
2531,upgrade,2021-04-01,MAX,109.0,Female,25-34,Finland,organic search,2021,2021-04,2020-10-01,2020-10,2,2021-04-01,False,2021-04
2532,initial,2022-10-01,BASIC,53.0,Male,55-65,Finland,facebook,2022,2022-10,2022-10-01,2022-10,1,2022-10-01,False,2022-10
2533,initial,2022-01-01,BASIC,53.0,Male,25-34,Norway,google ads,2022,2022-01,2022-01-01,2022-01,1,2022-01-01,False,2022-01
2534,initial,2020-03-01,PRO,65.0,Female,25-34,Sweden,paid search,2020,2020-03,2020-03-01,2020-03,3,2020-03-01,False,2020-03
2534,upgrade,2021-03-01,MAX,109.0,Female,25-34,Sweden,paid search,2021,2021-03,2020-03-01,2020-03,2,2021-03-01,False,2021-03
2535,initial,2020-06-01,PRO,65.0,Male,45-54,Denmark,paid search,2020,2020-06,2020-06-01,2020-06,3,2020-06-01,False,2020-06
2535,upgrade,2022-09-01,MAX,119.0,Male,45-54,Denmark,paid search,2022,2022-09,2020-06-01,2020-06,2,2022-09-01,False,2022-09
2536,initial,2022-11-01,MAX,119.0,Female,25-34,Finland,facebook,2022,2022-11,2022-11-01,2022-11,2,2022-11-01,False,2022-11
2537,initial,2022-09-01,MAX,119.0,Male,55-65,Sweden,unknown,2022,2022-09,2022-09-01,2022-09,2,2022-09-01,False,2022-09
2538,initial,2022-03-01,BASIC,53.0,Female,25-34,Sweden,paid search,2022,2022-03,2022-03-01,2022-03,1,2022-03-01,False,2022-03
2539,initial,2022-07-01,PRO,85.0,Female,25-34,Sweden,organic search,2022,2022-07,2022-07-01,2022-07,3,2022-07-01,False,2022-07
2540,initial,2021-07-01,PRO,75.0,Male,35-44,Norway,facebook,2021,2021-07,2021-07-01,2021-07,3,2021-07-01,False,2021-07
2541,initial,2020-08-01,BASIC,33.0,Female,18-24,Norway,facebook,2020,2020-08,2020-08-01,2020-08,1,2020-08-01,False,2020-08
2541,upgrade,2022-01-01,PRO,85.0,Female,18-24,Norway,facebook,2022,2022-01,2020-08-01,2020-08,3,2022-01-01,False,2022-01
2542,initial,2021-09-01,PRO,75.0,Male,25-34,Sweden,unknown,2021,2021-09,2021-09-01,2021-09,3,2021-09-01,False,2021-09
2542,reduction,2021-12-01,BASIC,43.0,Male,25-34,Sweden,unknown,2021,2021-12,2021-09-01,2021-09,1,2021-12-01,False,2021-12
2543,initial,2021-06-01,PRO,75.0,Male,55-65,Sweden,facebook,2021,2021-06,2021-06-01,2021-06,3,2021-06-01,False,2021-06
2543,reduction,2021-09-01,BASIC,43.0,Male,55-65,Sweden,facebook,2021,2021-09,2021-06-01,2021-06,1,2021-09-01,False,2021-09
2544,initial,2020-10-01,PRO,65.0,Male,25-34,Finland,unknown,2020,2020-10,2020-10-01,2020-10,3,2020-10-01,False,2020-10
2544,upgrade,2021-04-01,MAX,109.0,Male,25-34,Finland,unknown,2021,2021-04,2020-10-01,2020-10,2,2021-04-01,False,2021-04
2544,churn,2021-09-01,PRO,75.0,Male,25-34,Finland,unknown,2021,2021-09,2020-10-01,2020-10,3,2021-09-01,False,2021-09
2545,initial,2021-06-01,BASIC,43.0,Male,45-54,Sweden,facebook,2021,2021-06,2021-06-01,2021-06,1,2021-06-01,False,2021-06
2546,initial,2020-04-01,BASIC,33.0,Female,55-65,Finland,facebook,2020,2020-04,2020-04-01,2020-04,1,2020-04-01,False,2020-04
2546,churn,2020-12-01,BASIC,33.0,Female,55-65,Finland,facebook,2020,2020-12,2020-04-01,2020-04,1,2020-12-01,False,2020-12
2547,initial,2022-06-01,BASIC,53.0,Male,25-34,Sweden,google ads,2022,2022-06,2022-06-01,2022-06,1,2022-06-01,False,2022-06
2548,initial,2022-08-01,BASIC,53.0,Female,18-24,Finland,google ads,2022,2022-08,2022-08-01,2022-08,1,2022-08-01,False,2022-08
2549,initial,2020-05-01,MAX,99.0,Male,45-54,Sweden,facebook,2020,2020-05,2020-05-01,2020-05,2,2020-05-01,False,2020-05
2549,reduction,2021-05-01,PRO,75.0,Male,45-54,Sweden,facebook,2021,2021-05,2020-05-01,2020-05,3,2021-05-01,False,2021-05
2550,initial,2020-12-01,PRO,65.0,Female,35-44,Finland,facebook,2020,2020-12,2020-12-01,2020-12,3,2020-12-01,False,2020-12
2550,reduction,2022-05-01,BASIC,53.0,Female,35-44,Finland,facebook,2022,2022-05,2020-12-01,2020-12,1,2022-05-01,False,2022-05
2551,initial,2020-07-01,PRO,65.0,Female,35-44,Sweden,google ads,2020,2020-07,2020-07-01,2020-07,3,2020-07-01,False,2020-07
2551,upgrade,2022-09-01,MAX,119.0,Female,35-44,Sweden,google ads,2022,2022-09,2020-07-01,2020-07,2,2022-09-01,False,2022-09
2552,initial,2021-01-01,BASIC,43.0,Male,45-54,Denmark,paid search,2021,2021-01,2021-01-01,2021-01,1,2021-01-01,False,2021-01
2553,initial,2020-04-01,BASIC,33.0,Female,25-34,Denmark,paid search,2020,2020-04,2020-04-01,2020-04,1,2020-04-01,False,2020-04
2553,upgrade,2022-10-01,PRO,85.0,Female,25-34,Denmark,paid search,2022,2022-10,2020-04-01,2020-04,3,2022-10-01,False,2022-10
2554,initial,2020-07-01,PRO,65.0,Female,25-34,Sweden,display,2020,2020-07,2020-07-01,2020-07,3,2020-07-01,False,2020-07
2554,upgrade,2022-04-01,MAX,119.0,Female,25-34,Sweden,display,2022,2022-04,2020-07-01,2020-07,2,2022-04-01,False,2022-04
2555,initial,2022-04-01,BASIC,53.0,Male,25-34,Norway,google ads,2022,2022-04,2022-04-01,2022-04,1,2022-04-01,False,2022-04
2556,initial,2022-06-01,PRO,85.0,Female,45-54,Denmark,facebook,2022,2022-06,2022-06-01,2022-06,3,2022-06-01,False,2022-06
2557,initial,2020-10-01,MAX,99.0,Female,45-54,Denmark,google ads,2020,2020-10,2020-10-01,2020-10,2,2020-10-01,False,2020-10
2557,reduction,2022-02-01,PRO,85.0,Female,45-54,Denmark,google ads,2022,2022-02,2020-10-01,2020-10,3,2022-02-01,False,2022-02
2558,initial,2020-06-01,MAX,99.0,Female,45-54,Norway,facebook,2020,2020-06,2020-06-01,2020-06,2,2020-06-01,False,2020-06
2558,reduction,2022-01-01,PRO,85.0,Female,45-54,Norway,facebook,2022,2022-01,2020-06-01,2020-06,3,2022-01-01,False,2022-01
2559,initial,2022-06-01,BASIC,53.0,Male,35-44,Finland,google ads,2022,2022-06,2022-06-01,2022-06,1,2022-06-01,False,2022-06
2560,initial,2020-09-01,BASIC,33.0,Female,55-65,Norway,paid search,2020,2020-09,2020-09-01,2020-09,1,2020-09-01,False,2020-09
2560,upgrade,2022-06-01,MAX,119.0,Female,55-65,Norway,paid search,2022,2022-06,2020-09-01,2020-09,2,2022-06-01,False,2022-06
2561,initial,2021-11-01,PRO,75.0,Male,25-34,Finland,facebook,2021,2021-11,2021-11-01,2021-11,3,2021-11-01,False,2021-11
2561,upgrade,2022-05-01,MAX,119.0,Male,25-34,Finland,facebook,2022,2022-05,2021-11-01,2021-11,2,2022-05-01,False,2022-05
2562,initial,2021-04-01,MAX,109.0,Female,35-44,Finland,google ads,2021,2021-04,2021-04-01,2021-04,2,2021-04-01,False,2021-04
2562,reduction,2021-09-01,BASIC,43.0,Female,35-44,Finland,google ads,2021,2021-09,2021-04-01,2021-04,1,2021-09-01,False,2021-09
2562,churn,2021-12-01,BASIC,43.0,Female,35-44,Finland,google ads,2021,2021-12,2021-04-01,2021-04,1,2021-12-01,False,2021-12
2563,initial,2022-06-01,PRO,85.0,Female,55-65,Denmark,organic search,2022,2022-06,2022-06-01,2022-06,3,2022-06-01,False,2022-06
2564,initial,2020-05-01,PRO,65.0,Female,35-44,Sweden,facebook,2020,2020-05,2020-05-01,2020-05,3,2020-05-01,False,2020-05
2564,reduction,2021-10-01,BASIC,43.0,Female,35-44,Sweden,facebook,2021,2021-10,2020-05-01,2020-05,1,2021-10-01,False,2021-10
2564,churn,2022-01-01,BASIC,53.0,Female,35-44,Sweden,facebook,2022,2022-01,2020-05-01,2020-05,1,2022-01-01,False,2022-01
2565,initial,2020-10-01,PRO,65.0,Female,55-65,Sweden,organic search,2020,2020-10,2020-10-01,2020-10,3,2020-10-01,False,2020-10
2565,upgrade,2021-07-01,MAX,109.0,Female,55-65,Sweden,organic search,2021,2021-07,2020-10-01,2020-10,2,2021-07-01,False,2021-07
2566,initial,2020-02-01,PRO,65.0,Female,45-54,Sweden,google ads,2020,2020-02,2020-02-01,2020-02,3,2020-02-01,False,2020-02
2566,churn,2020-05-01,PRO,65.0,Female,45-54,Sweden,google ads,2020,2020-05,2020-02-01,2020-02,3,2020-05-01,False,2020-05
2567,initial,2020-04-01,BASIC,33.0,Male,55-65,Denmark,unknown,2020,2020-04,2020-04-01,2020-04,1,2020-04-01,False,2020-04
2567,upgrade,2022-01-01,PRO,85.0,Male,55-65,Denmark,unknown,2022,2022-01,2020-04-01,2020-04,3,2022-01-01,False,2022-01
2567,churn,2022-11-01,PRO,85.0,Male,55-65,Denmark,unknown,2022,2022-11,2020-04-01,2020-04,3,2022-11-01,False,2022-11
2568,initial,2020-12-01,PRO,65.0,Male,55-65,Sweden,facebook,2020,2020-12,2020-12-01,2020-12,3,2020-12-01,False,2020-12
2568,upgrade,2021-11-01,MAX,109.0,Male,55-65,Sweden,facebook,2021,2021-11,2020-12-01,2020-12,2,2021-11-01,False,2021-11
2569,initial,2021-11-01,PRO,75.0,Female,25-34,Denmark,facebook,2021,2021-11,2021-11-01,2021-11,3,2021-11-01,False,2021-11
2569,reduction,2022-01-01,BASIC,53.0,Female,25-34,Denmark,facebook,2022,2022-01,2021-11-01,2021-11,1,2022-01-01,False,2022-01
2569,churn,2022-04-01,BASIC,53.0,Female,25-34,Denmark,facebook,2022,2022-04,2021-11-01,2021-11,1,2022-04-01,False,2022-04
2570,initial,2020-10-01,MAX,99.0,Female,35-44,Denmark,google ads,2020,2020-10,2020-10-01,2020-10,2,2020-10-01,False,2020-10
2570,reduction,2020-11-01,BASIC,33.0,Female,35-44,Denmark,google ads,2020,2020-11,2020-10-01,2020-10,1,2020-11-01,False,2020-11
2571,initial,2020-06-01,MAX,99.0,Other,45-54,Finland,google ads,2020,2020-06,2020-06-01,2020-06,2,2020-06-01,False,2020-06
2571,reduction,2021-02-01,PRO,75.0,Other,45-54,Finland,google ads,2021,2021-02,2020-06-01,2020-06,3,2021-02-01,False,2021-02
2572,initial,2020-02-01,BASIC,33.0,Female,18-24,Sweden,paid search,2020,2020-02,2020-02-01,2020-02,1,2020-02-01,False,2020-02
2572,upgrade,2020-06-01,MAX,99.0,Female,18-24,Sweden,paid search,2020,2020-06,2020-02-01,2020-02,2,2020-06-01,False,2020-06
2572,churn,2021-01-01,MAX,109.0,Female,18-24,Sweden,paid search,2021,2021-01,2020-02-01,2020-02,2,2021-01-01,False,2021-01
2573,initial,2020-02-01,BASIC,33.0,Female,55-65,Sweden,facebook,2020,2020-02,2020-02-01,2020-02,1,2020-02-01,False,2020-02
2573,upgrade,2022-04-01,PRO,85.0,Female,55-65,Sweden,facebook,2022,2022-04,2020-02-01,2020-02,3,2022-04-01,False,2022-04
2574,initial,2022-08-01,BASIC,53.0,Male,35-44,Finland,unknown,2022,2022-08,2022-08-01,2022-08,1,2022-08-01,False,2022-08
2575,initial,2022-02-01,MAX,119.0,Female,35-44,Sweden,google ads,2022,2022-02,2022-02-01,2022-02,2,2022-02-01,False,2022-02
2576,initial,2022-04-01,PRO,85.0,Male,35-44,Sweden,paid search,2022,2022-04,2022-04-01,2022-04,3,2022-04-01,False,2022-04
2576,upgrade,2022-10-01,MAX,119.0,Male,35-44,Sweden,paid search,2022,2022-10,2022-04-01,2022-04,2,2022-10-01,False,2022-10
2577,initial,2021-05-01,BASIC,43.0,Male,25-34,Denmark,paid search,2021,2021-05,2021-05-01,2021-05,1,2021-05-01,False,2021-05
2577,upgrade,2022-10-01,PRO,85.0,Male,25-34,Denmark,paid search,2022,2022-10,2021-05-01,2021-05,3,2022-10-01,False,2022-10
2578,initial,2020-04-01,BASIC,33.0,Female,45-54,Denmark,paid search,2020,2020-04,2020-04-01,2020-04,1,2020-04-01,False,2020-04
2579,initial,2020-02-01,BASIC,33.0,Female,18-24,Sweden,unknown,2020,2020-02,2020-02-01,2020-02,1,2020-02-01,False,2020-02
2579,churn,2020-05-01,BASIC,33.0,Female,18-24,Sweden,unknown,2020,2020-05,2020-02-01,2020-02,1,2020-05-01,False,2020-05
2580,initial,2020-05-01,MAX,99.0,Male,45-54,Norway,facebook,2020,2020-05,2020-05-01,2020-05,2,2020-05-01,False,2020-05
2580,reduction,2021-12-01,PRO,75.0,Male,45-54,Norway,facebook,2021,2021-12,2020-05-01,2020-05,3,2021-12-01,False,2021-12
